lon,lat,date,outage_freq
68.1425386,37.26728663,2017-02-18,4
68.1425386,37.26728663,2017-02-19,4
68.1425386,37.26728663,2017-02-20,2
68.1425386,37.26728663,2017-02-21,2
68.1425386,37.26728663,2017-02-23,3
68.1425386,37.26728663,2017-02-24,1
68.1425386,37.26728663,2017-02-25,1
68.1425386,37.26728663,2017-02-27,2
68.1425386,37.26728663,2017-02-28,2
68.1425386,37.26728663,2017-03-01,1
68.1425386,37.26728663,2017-03-02,2
68.1425386,37.26728663,2017-03-03,3
68.1425386,37.26728663,2017-03-04,1
68.1425386,37.26728663,2017-03-05,1
68.1425386,37.26728663,2017-03-06,3
68.1425386,37.26728663,2017-03-07,2
68.1425386,37.26728663,2017-03-08,1
68.1425386,37.26728663,2017-03-11,3
68.1425386,37.26728663,2017-03-12,3
68.1425386,37.26728663,2017-03-15,4
68.1425386,37.26728663,2017-03-17,3
68.1425386,37.26728663,2017-03-18,3
68.1425386,37.26728663,2017-03-19,3
68.1425386,37.26728663,2017-03-21,3
68.1425386,37.26728663,2017-03-22,2
68.1425386,37.26728663,2017-03-23,1
68.14991287,37.2103631,2016-10-26,1
68.14991287,37.2103631,2016-10-27,2
68.14991287,37.2103631,2016-10-28,2
68.14991287,37.2103631,2016-10-29,2
68.14991287,37.2103631,2016-10-30,2
68.14991287,37.2103631,2016-10-31,2
68.14991287,37.2103631,2016-11-01,2
68.14991287,37.2103631,2016-11-02,2
68.14991287,37.2103631,2016-11-03,2
68.14991287,37.2103631,2016-11-04,1
68.14991287,37.2103631,2016-11-05,1
68.14991287,37.2103631,2016-11-06,2
68.14991287,37.2103631,2016-11-07,2
68.14991287,37.2103631,2016-11-08,2
68.14991287,37.2103631,2016-11-09,2
68.14991287,37.2103631,2016-11-10,2
68.14991287,37.2103631,2016-11-11,2
68.14991287,37.2103631,2016-11-12,2
68.14991287,37.2103631,2016-11-13,2
68.14991287,37.2103631,2016-11-14,2
68.14991287,37.2103631,2016-11-15,2
68.14991287,37.2103631,2016-11-16,2
68.14991287,37.2103631,2016-11-17,2
68.14991287,37.2103631,2016-11-18,2
68.14991287,37.2103631,2016-11-19,2
68.14991287,37.2103631,2016-11-20,2
68.14991287,37.2103631,2016-11-21,2
68.14991287,37.2103631,2016-11-22,2
68.14991287,37.2103631,2016-11-23,2
68.14991287,37.2103631,2016-11-24,2
68.14991287,37.2103631,2016-11-25,2
68.14991287,37.2103631,2016-11-26,2
68.14991287,37.2103631,2016-11-27,2
68.14991287,37.2103631,2016-11-28,2
68.14991287,37.2103631,2016-11-29,2
68.14991287,37.2103631,2016-12-01,2
68.14991287,37.2103631,2016-12-02,2
68.14991287,37.2103631,2016-12-03,2
68.14991287,37.2103631,2016-12-04,2
68.14991287,37.2103631,2016-12-06,2
68.14991287,37.2103631,2016-12-07,2
68.14991287,37.2103631,2016-12-08,2
68.14991287,37.2103631,2016-12-09,2
68.14991287,37.2103631,2016-12-10,2
68.14991287,37.2103631,2016-12-11,2
68.14991287,37.2103631,2016-12-12,2
68.14991287,37.2103631,2016-12-13,2
68.14991287,37.2103631,2016-12-14,2
68.14991287,37.2103631,2016-12-15,2
68.14991287,37.2103631,2016-12-16,2
68.14991287,37.2103631,2016-12-17,2
68.14991287,37.2103631,2016-12-18,2
68.14991287,37.2103631,2016-12-19,2
68.14991287,37.2103631,2016-12-20,2
68.14991287,37.2103631,2016-12-21,2
68.14991287,37.2103631,2016-12-22,2
68.14991287,37.2103631,2016-12-23,2
68.14991287,37.2103631,2016-12-24,2
68.14991287,37.2103631,2016-12-25,2
68.14991287,37.2103631,2016-12-26,2
68.14991287,37.2103631,2016-12-27,2
68.14991287,37.2103631,2016-12-28,2
68.14991287,37.2103631,2016-12-29,2
68.14991287,37.2103631,2016-12-30,2
68.14991287,37.2103631,2017-01-01,2
68.14991287,37.2103631,2017-01-02,2
68.14991287,37.2103631,2017-01-03,2
68.14991287,37.2103631,2017-01-04,2
68.14991287,37.2103631,2017-01-05,2
68.14991287,37.2103631,2017-01-06,2
68.14991287,37.2103631,2017-01-07,2
68.14991287,37.2103631,2017-01-10,2
68.14991287,37.2103631,2017-01-11,2
68.14991287,37.2103631,2017-01-12,2
68.14991287,37.2103631,2017-01-15,2
68.14991287,37.2103631,2017-01-17,2
68.14991287,37.2103631,2017-01-19,2
68.14991287,37.2103631,2017-01-20,2
68.14991287,37.2103631,2017-01-23,2
68.14991287,37.2103631,2017-01-26,2
68.14991287,37.2103631,2017-01-27,1
68.14991287,37.2103631,2017-01-28,2
68.14991287,37.2103631,2017-01-29,2
68.14991287,37.2103631,2017-01-30,2
68.14991287,37.2103631,2017-01-31,2
68.14991287,37.2103631,2017-02-02,2
68.14991287,37.2103631,2017-02-03,2
68.14991287,37.2103631,2017-02-04,2
68.14991287,37.2103631,2017-02-07,2
68.14991287,37.2103631,2017-02-08,2
68.14991287,37.2103631,2017-02-09,2
68.14991287,37.2103631,2017-02-14,2
68.14991287,37.2103631,2017-02-15,2
68.14991287,37.2103631,2017-02-16,2
68.14991287,37.2103631,2017-02-17,2
68.14991287,37.2103631,2017-02-18,2
68.14991287,37.2103631,2017-02-21,2
68.14991287,37.2103631,2017-02-22,2
68.14991287,37.2103631,2017-02-24,1
68.14991287,37.2103631,2017-02-27,2
68.14991287,37.2103631,2017-02-28,2
68.14991287,37.2103631,2017-03-01,2
68.14991287,37.2103631,2017-03-02,1
68.14991287,37.2103631,2017-03-04,1
68.14991287,37.2103631,2017-03-06,2
68.14991287,37.2103631,2017-03-11,1
68.14991287,37.2103631,2017-03-12,2
68.14991287,37.2103631,2017-03-13,2
68.14991287,37.2103631,2017-03-14,2
68.14991287,37.2103631,2017-03-15,2
68.14991287,37.2103631,2017-03-17,2
68.14991287,37.2103631,2017-03-18,2
68.14991287,37.2103631,2017-03-19,2
68.14991287,37.2103631,2017-03-20,2
68.14991287,37.2103631,2017-03-22,2
68.18750132,38.48957339,2016-11-15,2
68.18750132,38.48957339,2016-11-16,2
68.18750132,38.48957339,2016-11-17,2
68.18750132,38.48957339,2016-11-18,2
68.18750132,38.48957339,2016-11-19,2
68.18750132,38.48957339,2016-11-20,2
68.18750132,38.48957339,2016-11-22,2
68.18750132,38.48957339,2016-11-23,2
68.18750132,38.48957339,2016-11-24,2
68.18750132,38.48957339,2016-11-25,2
68.18750132,38.48957339,2016-11-26,2
68.18750132,38.48957339,2016-11-27,2
68.18750132,38.48957339,2016-11-28,2
68.18750132,38.48957339,2016-11-29,2
68.18750132,38.48957339,2016-12-01,2
68.18750132,38.48957339,2016-12-02,2
68.18750132,38.48957339,2016-12-03,2
68.18750132,38.48957339,2016-12-04,2
68.18750132,38.48957339,2016-12-06,2
68.18750132,38.48957339,2016-12-07,2
68.18750132,38.48957339,2016-12-08,2
68.18750132,38.48957339,2016-12-09,2
68.18750132,38.48957339,2016-12-10,2
68.18750132,38.48957339,2016-12-11,2
68.18750132,38.48957339,2016-12-12,2
68.18750132,38.48957339,2016-12-13,2
68.18750132,38.48957339,2016-12-14,2
68.18750132,38.48957339,2016-12-15,2
68.18750132,38.48957339,2016-12-16,2
68.18750132,38.48957339,2016-12-17,2
68.18750132,38.48957339,2016-12-18,2
68.18750132,38.48957339,2016-12-19,2
68.18750132,38.48957339,2016-12-20,2
68.18750132,38.48957339,2016-12-21,2
68.18750132,38.48957339,2016-12-22,2
68.18750132,38.48957339,2016-12-23,2
68.18750132,38.48957339,2016-12-24,2
68.18750132,38.48957339,2016-12-25,2
68.18750132,38.48957339,2016-12-26,2
68.18750132,38.48957339,2016-12-27,1
68.18750132,38.48957339,2016-12-28,1
68.18750132,38.48957339,2016-12-29,1
68.18750132,38.48957339,2016-12-30,1
68.18750132,38.48957339,2016-12-31,1
68.18750132,38.48957339,2017-01-01,1
68.18750132,38.48957339,2017-01-02,1
68.18750132,38.48957339,2017-01-03,1
68.18750132,38.48957339,2017-01-04,1
68.18750132,38.48957339,2017-01-05,1
68.18750132,38.48957339,2017-01-06,1
68.18750132,38.48957339,2017-01-07,1
68.18750132,38.48957339,2017-01-09,1
68.18750132,38.48957339,2017-01-10,1
68.18750132,38.48957339,2017-01-11,1
68.18750132,38.48957339,2017-01-12,1
68.18750132,38.48957339,2017-01-13,1
68.18750132,38.48957339,2017-01-15,1
68.18750132,38.48957339,2017-01-18,1
